       12.000       1.923       0.265      -3.460       1.000     0
       12.000       1.923       0.265       5.750       1.000     1
       12.000       1.923       0.265       6.500       1.000     2
       11.965       1.923       0.260      -3.410       1.000     0
       11.965       1.923       0.260       5.820       1.000     1
       11.965       1.923       0.260       6.550       1.000     2
       11.931       1.922       0.254      -3.390       1.000     0
       11.931       1.922       0.254       5.870       1.000     1
       11.931       1.922       0.254       6.620       1.000     2
       11.896       1.922       0.249      -3.340       1.000     0
       11.896       1.922       0.249       5.890       1.000     1
       11.896       1.922       0.249       6.670       1.000     2
       11.861       1.921       0.244      -3.280       1.000     0
       11.861       1.921       0.244       5.970       1.000     1
       11.861       1.921       0.244       6.710       1.000     2
       11.827       1.921       0.238      -3.280       1.000     0
       11.827       1.921       0.238       5.990       1.000     1
       11.827       1.921       0.238       6.760       1.000     2
       11.792       1.920       0.233      -3.210       1.000     0
       11.792       1.920       0.233       6.060       1.000     1
       11.792       1.920       0.233       6.820       1.000     2
       11.757       1.920       0.228      -3.160       1.000     0
       11.757       1.920       0.228       6.150       1.000     1
       11.757       1.920       0.228       6.910       1.000     2
       11.723       1.920       0.222      -3.130       1.000     0
       11.723       1.920       0.222       6.210       1.000     1
       11.723       1.920       0.222       6.950       1.000     2
       11.688       1.919       0.217      -3.070       1.000     0
       11.688       1.919       0.217       6.280       1.000     1
       11.688       1.919       0.217       7.000       1.000     2
       11.653       1.919       0.212      -3.030       1.000     0
       11.653       1.919       0.212       6.280       1.000     1
       11.653       1.919       0.212       7.060       1.000     2
       11.619       1.918       0.206      -2.960       1.000     0
       11.619       1.918       0.206       6.370       1.000     1
       11.619       1.918       0.206       7.130       1.000     2
       11.584       1.918       0.201      -2.920       1.000     0
       11.584       1.918       0.201       6.440       1.000     1
       11.584       1.918       0.201       7.180       1.000     2
       11.549       1.917       0.196      -2.850       1.000     0
       11.549       1.917       0.196       6.490       1.000     1
       11.549       1.917       0.196       7.230       1.000     2
       11.515       1.917       0.190      -2.790       1.000     0
       11.515       1.917       0.190       6.550       1.000     1
       11.515       1.917       0.190       7.270       1.000     2
       11.480       1.916       0.185      -2.760       1.000     0
       11.480       1.916       0.185       6.620       1.000     1
       11.480       1.916       0.185       7.340       1.000     2
       11.445       1.916       0.180      -2.710       1.000     0
       11.445       1.916       0.180       6.680       1.000     1
       11.445       1.916       0.180       7.400       1.000     2
       11.410       1.915       0.175      -2.650       1.000     0
       11.410       1.915       0.175       6.740       1.000     1
       11.410       1.915       0.175       7.460       1.000     2
       11.376       1.915       0.169      -2.570       1.000     0
       11.376       1.915       0.169       6.830       1.000     1
       11.376       1.915       0.169       7.510       1.000     2
       11.341       1.914       0.164      -2.540       1.000     0
       11.341       1.914       0.164       6.920       1.000     1
       11.341       1.914       0.164       7.580       1.000     2
       11.306       1.914       0.159      -2.470       1.000     0
       11.306       1.914       0.159       7.010       1.000     1
       11.306       1.914       0.159       7.620       1.000     2
       11.272       1.914       0.153      -2.390       1.000     0
       11.272       1.914       0.153       7.060       1.000     1
       11.272       1.914       0.153       7.690       1.000     2
       11.237       1.913       0.148      -2.340       1.000     0
       11.237       1.913       0.148       7.130       1.000     1
       11.237       1.913       0.148       7.720       1.000     2
       11.202       1.913       0.143      -2.250       1.000     0
       11.202       1.913       0.143       7.220       1.000     1
       11.202       1.913       0.143       7.800       1.000     2
       11.167       1.912       0.137      -2.200       1.000     0
       11.167       1.912       0.137       7.240       1.000     1
       11.167       1.912       0.137       7.860       1.000     2
       11.133       1.912       0.132      -2.120       1.000     0
       11.133       1.912       0.132       7.350       1.000     1
       11.133       1.912       0.132       7.920       1.000     2
       11.098       1.911       0.127      -2.040       1.000     0
       11.098       1.911       0.127       7.410       1.000     1
       11.098       1.911       0.127       8.000       1.000     2
       11.063       1.911       0.121      -1.990       1.000     0
       11.063       1.911       0.121       7.460       1.000     1
       11.063       1.911       0.121       8.070       1.000     2
       11.028       1.910       0.116      -1.910       1.000     0
       11.028       1.910       0.116       7.530       1.000     1
       11.028       1.910       0.116       8.140       1.000     2
       10.994       1.910       0.111      -1.840       1.000     0
       10.994       1.910       0.111       7.630       1.000     1
       10.994       1.910       0.111       8.180       1.000     2
       10.959       1.909       0.105      -1.750       1.000     0
       10.959       1.909       0.105       7.730       1.000     1
       10.959       1.909       0.105       8.250       1.000     2
       10.924       1.909       0.100      -1.710       1.000     0
       10.924       1.909       0.100       7.810       1.000     1
       10.924       1.909       0.100       8.320       1.000     2
       10.889       1.908       0.095      -1.630       1.000     0
       10.889       1.908       0.095       7.880       1.000     1
       10.889       1.908       0.095       8.390       1.000     2
       10.854       1.908       0.089      -1.540       1.000     0
       10.854       1.908       0.089       7.940       1.000     1
       10.854       1.908       0.089       8.440       1.000     2
       10.820       1.907       0.084      -1.440       1.000     0
       10.820       1.907       0.084       8.000       1.000     1
       10.820       1.907       0.084       8.510       1.000     2
       10.785       1.907       0.079      -1.370       1.000     0
       10.785       1.907       0.079       8.080       1.000     1
       10.785       1.907       0.079       8.550       1.000     2
       10.750       1.906       0.073      -1.280       1.000     0
       10.750       1.906       0.073       8.150       1.000     1
       10.750       1.906       0.073       8.610       1.000     2
       10.715       1.906       0.068      -1.200       1.000     0
       10.715       1.906       0.068       8.240       1.000     1
       10.715       1.906       0.068       8.690       1.000     2
       10.680       1.905       0.063      -1.110       1.000     0
       10.680       1.905       0.063       8.330       1.000     1
       10.680       1.905       0.063       8.750       1.000     2
       10.646       1.905       0.057      -1.020       1.000     0
       10.646       1.905       0.057       8.450       1.000     1
       10.646       1.905       0.057       8.830       1.000     2
       10.611       1.904       0.052      -0.930       1.000     0
       10.611       1.904       0.052       8.520       1.000     1
       10.611       1.904       0.052       8.900       1.000     2
       10.576       1.903       0.047      -0.830       1.000     0
       10.576       1.903       0.047       8.610       1.000     1
       10.576       1.903       0.047       8.980       1.000     2
       10.541       1.903       0.041      -0.730       1.000     0
       10.541       1.903       0.041       8.710       1.000     1
       10.541       1.903       0.041       9.040       1.000     2
       10.506       1.902       0.036      -0.660       1.000     0
       10.506       1.902       0.036       8.780       1.000     1
       10.506       1.902       0.036       9.100       1.000     2
       10.471       1.902       0.031      -0.540       1.000     0
       10.471       1.902       0.031       8.920       1.000     1
       10.471       1.902       0.031       9.150       1.000     2
       10.436       1.901       0.025      -0.440       1.000     0
       10.436       1.901       0.025       9.010       1.000     1
       10.436       1.901       0.025       9.240       1.000     2
       10.402       1.900       0.020      -0.360       1.000     0
       10.402       1.900       0.020       9.110       1.000     1
       10.402       1.900       0.020       9.340       1.000     2
       10.367       1.900       0.015      -0.230       1.000     0
       10.367       1.900       0.015       9.190       1.000     1
       10.367       1.900       0.015       9.390       1.000     2
       10.332       1.899       0.009      -0.120       1.000     0
       10.332       1.899       0.009       9.300       1.000     1
       10.332       1.899       0.009       9.470       1.000     2
       10.297       1.899       0.004      -0.010       1.000     0
       10.297       1.899       0.004       9.340       1.000     1
       10.297       1.899       0.004       9.560       1.000     2
       10.262       1.898       6.282       0.100       1.000     0
       10.262       1.898       6.282       9.480       1.000     1
       10.262       1.898       6.282       9.620       1.000     2
       10.227       1.898       6.277       0.200       1.000     0
       10.227       1.898       6.277       9.580       1.000     1
       10.227       1.898       6.277       9.680       1.000     2
       10.192       1.897       6.271       0.310       1.000     0
       10.192       1.897       6.271       9.680       1.000     1
       10.192       1.897       6.271       9.790       1.000     2
